Revolution 2018,Club - Mixed ,21,7,2018
San Francisco,CA,2018-07-21,2018-07-22
https://play.usaultimate.org/events/Revolution-2018/schedule/Mixed/Club-Mixed
Blackbird,1
Spoiler Alert,Megalodon,10,9,"07/22/2018, 12:45",Finals,Final
b,r,e,a,k
brackets,Consolation Bracket: 25th Place Bracket
bracket,Places 25-32
Absolute Zero,Feral Cows,9,7,"07/22/2018, 11:10",Finals,Final
Absolute Zero,DR,12,11,"07/22/2018, 09:35",Round Name,Final
Feral Cows,VU,10,7,"07/22/2018, 09:35",Round Name,Final
Absolute Zero,Happy Cows,11,6,"07/22/2018, 08:00",Round Name,Final
DR,Hot Stix,15,4,"07/22/2018, 08:00",Round Name,Final
Feral Cows,Delta Breeze,15,3,"07/22/2018, 08:00",Round Name,Final
AC Bandits,VU,9,10,"07/22/2018, 08:00",Round Name,Final
b,r,e,a,k
brackets,Consolation Bracket: 27th / 28th Place Game
bracket,27th / 28th Place Game
DR,VU,10,9,"07/22/2018, 11:10",Finals,Final
b,r,e,a,k
brackets,Consolation Bracket: 29th Place Bracket
bracket,Places 29-32
AC Bandits,Happy Cows,12,5,"07/22/2018, 11:10",Finals,Final
Delta Breeze,AC Bandits,3,15,"07/22/2018, 09:35",Round Name,Final
Happy Cows,Hot Stix,11,6,"07/22/2018, 09:35",Round Name,Final
b,r,e,a,k
brackets,Consolation Bracket: 31st / 32nd Place Game
bracket,31st / 32nd Place Game
Delta Breeze,Hot Stix,1,0,"07/22/2018, 11:10",Finals,Final
b,r,e,a,k
