Warm Up: A Florida Affair 2018,College - Men ,16,2,2018
Tampa,FL,2018-02-16,2018-02-18
https://play.usaultimate.org/events/Warm-Up-A-Florida-Affair-2018/schedule/Men/CollegeMen/
Brigham Young,4
LSU,Harvard,15,12,"02/17/2018, 17:00",Pre-quarters,Final
bracket,3rd Place
Minnesota,Virginia Tech,15,11,"02/18/2018, 13:00",3rd Place,Final
bracket,15th Place
Michigan,Florida State,11,7,"02/18/2018, 11:00",15th Place,Final
Michigan,Arizona State,12,9,"02/18/2018, 09:00",15th Semis,Final
Florida State,Illinois State,15,13,"02/18/2018, 09:00",15th Semis,Final
Michigan,South Florida,15,11,"02/17/2018, 17:45",15th Quarters,Final
Arizona State,Oklahoma,14,6,"02/18/2018, 16:30",15th Quarters,Final
Connecticut,Florida State,12,13,"02/18/2018, 16:30",15th Quarters,Final
Illinois State,Cincinnati,15,9,"02/18/2018, 17:45",15th Quarters,Final
bracket,17th Place
Arizona State,Illinois State,12,11,"02/18/2018, 23:00",17th Place,Final
bracket,19th Place
South Florida,Cincinnati,0,0,"02/18/2018, 13:00",19th Place,Cancelled
South Florida,Oklahoma,15,13,"02/18/2018, 09:00",19th Semis,Final
Connecticut,Cincinnati,11,15,"02/18/2018, 09:00",19th Semis,Final
bracket,21st Place
Connecticut,Oklahoma,13,6,"02/18/2018, 13:00",21st Place,Final
b,r,e,a,k
clusters,9th-14th
cluster,9th-14th
Northwestern,Auburn,15,10,"02/17/2018, 16:30",,Final
Texas A&M,Texas,15,9,"02/17/2018, 16:30",,Final
Texas,Northwestern,10,11,"02/18/2018, 09:00",,Final
Harvard,Texas A&M,10,15,"02/18/2018, 09:00",,Final
Auburn,Central Florida,13,10,"02/18/2018, 09:00",,Final
Auburn,Texas,9,11,"02/18/2018, 11:00",,Final
Harvard,Northwestern,15,16,"02/18/2018, 11:00",,Final
Central Florida,Texas A&M,10,13,"02/18/2018, 13:00",,Final
b,r,e,a,k
pools,Emerging Powerhouse Pool Play
pool,Pool B
South Florida (B),Northwestern (B),4,11,"02/16/2018, 09:00",Pool B,Final
Florida (B),Florida Tech (B),13,6,"02/16/2018, 09:00",Pool B,Final
Florida Atlantic,Florida State (B),3,13,"02/16/2018, 09:00",Pool B,Final
Embry-Riddle (Florida),Pittsburgh (B),4,13,"02/16/2018, 10:45",Pool B,Final
South Florida (B),Florida Atlantic,7,13,"02/16/2018, 10:45",Pool B,Final
Florida State (B),Florida Tech (B),11,6,"02/16/2018, 12:30",Pool B,Final
Embry-Riddle (Florida),Florida (B),2,13,"02/16/2018, 12:30",Pool B,Final
Florida Atlantic,Pittsburgh (B),3,13,"02/16/2018, 12:30",Pool B,Final
Northwestern (B),Embry-Riddle (Florida),7,13,"02/16/2018, 14:15",Pool B,Final
Pittsburgh (B),South Florida (B),13,1,"02/16/2018, 14:15",Pool B,Final
Central Florida (B),Pittsburgh (B),6,13,"02/16/2018, 16:00",Pool B,Final
South Florida (B),Florida Tech (B),4,13,"02/16/2018, 16:00",Pool B,Final
Florida State (B),Florida (B),7,11,"02/16/2018, 16:00",Pool B,Final
Central Florida (B),Florida State (B),6,7,"02/16/2018, 17:45",Pool B,Final
Florida Tech (B),North Florida,11,10,"02/16/2018, 17:45",Pool B,Final
North Florida,Northwestern (B),13,1,"02/16/2018, 19:30",Pool B,Final
Florida Atlantic,North Florida,3,13,"02/16/2018, 21:15",Pool B,Final
Central Florida (B),Florida (B),5,13,"02/16/2018, 21:15",Pool B,Final
Embry-Riddle (Florida),North Florida,F,W,"02/16/2018, 23:00",Pool B,Final
Central Florida (B),Northwestern (B),13,0,"02/16/2018, 23:00",Pool B,Final
Embry-Riddle (Florida),Florida State (B),5,12,"02/17/2018, 09:00",Pool B,Final
Florida (B),Florida Atlantic,13,6,"02/17/2018, 09:00",Pool B,Final
Northwestern (B),Pittsburgh (B),0,13,"02/17/2018, 09:00",Pool B,Final
Florida Tech (B),Florida Atlantic,4,13,"02/17/2018, 10:45",Pool B,Final
Florida State (B),South Florida (B),13,3,"02/17/2018, 10:45",Pool B,Final
Florida (B),Northwestern (B),13,4,"02/17/2018, 16:00",Pool B,Final
Central Florida (B),Florida Tech (B),13,4,"02/17/2018, 16:00",Pool B,Final
Pittsburgh (B),North Florida,8,10,"02/17/2018, 17:45",Pool B,Final
Central Florida (B),Embry-Riddle (Florida),11,8,"02/17/2018, 17:45",Pool B,Final
North Florida,South Florida (B),13,7,"02/17/2018, 23:00",Pool B,Final
b,r,e,a,k
brackets,EP Brackets
bracket,1st Place
Florida (B),Pittsburgh (B),13,10,"02/18/2018, 13:00",Finals,Final
Florida (B),North Florida,14,10,"02/18/2018, 18:00",Semifinals,Final
Pittsburgh (B),Florida State (B),14,7,"02/18/2018, 11:00",Semifinals,Final
North Florida,Central Florida (B),15,8,"02/18/2018, 16:00",Wildcards,Final
Pittsburgh (B),Florida Atlantic,15,6,"02/18/2018, 09:00",Wildcards,Final
bracket,3rd Place
North Florida,Florida State (B),0,1,"02/18/2018, 20:00",3rd Place,Final
bracket,5th Place
Central Florida (B),Florida Atlantic,15,7,"02/18/2018, 18:00",5th Place,Final
bracket,7th Place
Northwestern (B),Embry-Riddle (Florida),6,15,"02/18/2018, 11:00",7th Place,Final
Florida Tech (B),Northwestern (B),2,15,"02/18/2018, 09:00",7th Semis,Final
Embry-Riddle (Florida),South Florida (B),15,4,"02/18/2018, 09:00",7th Semis,Final
bracket,9th Place
Florida Tech (B),South Florida (B),5,15,"02/18/2018, 11:00",9th Place,Final
b,r,e,a,k
clusters,Elite 5th-8th
cluster,5th-8th
Wisconsin,LSU,11,9,"02/18/2018, 11:00",,Final
Florida,LSU,15,13,"02/18/2018, 11:00",,Final
Florida,Northeastern,15,13,"02/19/2018, 01:00",,Final
Wisconsin,Northeastern,11,4,"02/19/2018, 01:00",,Final
b,r,e,a,k
