Women's College Centex 2019,College - Women ,23,3,2019
Austin,TX,2019-03-23,2019-03-24
https://play.usaultimate.org/events/Womens-College-Centex-2019/schedule/Women/CollegeWomen/
Wisconsin,1
St Olaf,LSU,10,9,"03/24/2019, 12:00",SEMIS,Final
Southern California,MIT,7,9,"03/24/2019, 12:00",SEMIS,Final
St Olaf,Texas State,7,4,"03/24/2019, 10:15",QUARTERS,Final
LSU,Trinity,15,4,"03/24/2019, 10:15",QUARTERS,Final
Southern California,Boston University,8,7,"03/24/2019, 10:15",QUARTERS,Final
MIT,Oklahoma,9,8,"03/24/2019, 10:15",QUARTERS,Final
bracket,23RD PLACE
LSU,Southern California,7,4,"03/24/2019, 13:45",23RD,Final
bracket,25TH PLACE
Trinity,Boston University,9,7,"03/24/2019, 13:45",25TH ,Final
Texas State,Trinity,8,9,"03/24/2019, 12:30",SEMIS,Final
Boston University,Oklahoma,9,8,"03/24/2019, 12:30",SEMIS,Final
bracket,27TH PLACE
Texas State,Oklahoma,2,9,"03/24/2019, 13:45",27TH,Final
bracket,29TH PLACE
Baylor,Iowa,8,10,"03/24/2019, 12:00",29TH,Final
Baylor,Minnesota (B),13,6,"03/24/2019, 10:15",SEMIS,Final
Rice,Iowa,7,8,"03/24/2019, 10:15",SEMIS,Final
Baylor,Texas Christian,9,7,"03/24/2019, 08:30",QUARTERS,Final
Texas-San Antonio,Minnesota (B),8,9,"03/24/2019, 08:30",QUARTERS,Final
Rice,North Texas,15,2,"03/24/2019, 08:30",QUARTERS,Final
Miami,Iowa,8,13,"03/24/2019, 08:30",QUARTERS,Final
bracket,31ST PLACE
Minnesota (B),Rice,5,9,"03/24/2019, 13:45",31ST,Final
bracket,33RD PLACE
Texas Christian,Miami,9,8,"03/24/2019, 12:00",33RD,Final
Texas Christian,Texas-San Antonio,9,7,"03/24/2019, 10:15",Round Name,Final
North Texas,Miami,2,10,"03/24/2019, 10:15",Round Name,Final
bracket,35TH PLACE
Texas-San Antonio,North Texas,1,0,"03/24/2019, 13:45",35TH,Final
bracket,Championship Bracket
Minnesota,Northeastern,13,14,"03/24/2019, 13:45",Finals,Final
Tufts,Minnesota,11,14,"03/24/2019, 12:00",Semis,Final
Utah,Northeastern,8,13,"03/24/2019, 12:00",Semis,Final
Wisconsin,Tufts,11,12,"03/24/2019, 10:15",quarters,Final
Minnesota,UCLA,12,10,"03/24/2019, 10:15",quarters,Final
Colorado,Utah,10,11,"03/24/2019, 10:15",quarters,Final
Northeastern,Texas,11,9,"03/24/2019, 10:15",quarters,Final
Tufts,Washington University,14,11,"03/24/2019, 08:30",play ins,Final
UCLA,Michigan,12,10,"03/24/2019, 08:30",play ins,Final
Chicago,Utah,10,14,"03/24/2019, 08:30",play ins,Final
Texas,Northwestern,15,9,"03/24/2019, 08:30",play ins,Final
b,r,e,a,k
pools,Tier 3
pool,Pool G
St Olaf,North Texas,13,5,"03/23/2019, 08:30",Pool G,Final
Baylor,Texas (B),11,3,"03/23/2019, 08:30",Pool G,Final
St Olaf,Baylor,11,2,"03/23/2019, 10:00",Pool G,Final
Southern California,Texas (B),13,0,"03/23/2019, 10:00",Pool G,Final
Texas (B),North Texas,3,12,"03/23/2019, 11:30",Pool G,Final
Southern California,Baylor,12,5,"03/23/2019, 11:30",Pool G,Final
St Olaf,Texas (B),13,0,"03/23/2019, 13:00",Pool G,Final
Southern California,North Texas,10,2,"03/23/2019, 13:00",Pool G,Final
St Olaf,Southern California,9,10,"03/23/2019, 14:30",Pool G,Final
Baylor,North Texas,8,7,"03/23/2019, 14:30",Pool G,Final
pool,Pool H
Texas State,Houston,13,0,"03/23/2019, 08:30",Pool H,Final
Iowa,Texas Christian,9,3,"03/23/2019, 08:30",Pool H,Final
Texas State,Iowa,9,4,"03/23/2019, 10:00",Pool H,Final
Boston University,Texas Christian,8,6,"03/23/2019, 10:00",Pool H,Final
Texas Christian,Houston,10,1,"03/23/2019, 11:30",Pool H,Final
Boston University,Iowa,11,4,"03/23/2019, 11:30",Pool H,Final
Texas State,Texas Christian,10,2,"03/23/2019, 13:00",Pool H,Final
Boston University,Houston,13,1,"03/23/2019, 13:00",Pool H,Final
Texas State,Boston University,8,5,"03/23/2019, 14:30",Pool H,Final
Iowa,Houston,11,3,"03/23/2019, 14:30",Pool H,Final
pool,Pool I
LSU,Minnesota (B),12,4,"03/23/2019, 08:30",Pool I,Final
Rice,Texas A&M,9,5,"03/23/2019, 08:30",Pool I,Final
LSU,Rice,10,4,"03/23/2019, 10:00",Pool I,Final
MIT,Texas A&M,9,6,"03/23/2019, 10:00",Pool I,Final
Texas A&M,Minnesota (B),5,6,"03/23/2019, 11:30",Pool I,Final
MIT,Rice,9,7,"03/23/2019, 11:30",Pool I,Final
LSU,Texas A&M,6,5,"03/23/2019, 13:00",Pool I,Final
MIT,Minnesota (B),11,6,"03/23/2019, 13:00",Pool I,Final
LSU,MIT,6,13,"03/23/2019, 14:30",Pool I,Final
Rice,Minnesota (B),9,6,"03/23/2019, 14:30",Pool I,Final
pool,Pool J
Oklahoma,Texas-San Antonio,13,3,"03/23/2019, 08:30",Pool J,Final
Trinity,Miami,11,2,"03/23/2019, 08:30",Pool J,Final
Oklahoma,Miami,11,4,"03/23/2019, 10:00",Pool J,Final
Trinity,Texas-San Antonio,11,4,"03/23/2019, 10:00",Pool J,Final
Oklahoma,Trinity,5,8,"03/23/2019, 11:30",Pool J,Final
Texas-San Antonio,Miami,9,6,"03/23/2019, 11:30",Pool J,Final
b,r,e,a,k
pools,37th Round Robin
pool,Pool K
Texas (B),Texas A&M,1,15,"03/24/2019, 08:30",Pool K,Final
Texas (B),Houston,8,2,"03/24/2019, 10:15",Pool K,Final
Houston,Texas A&M,1,13,"03/24/2019, 12:00",Pool K,Final
b,r,e,a,k
