Revolution 2017,Club - Mixed ,15,7,2017
Davis,CA,2017-07-15,2017-07-16
https://play.usaultimate.org/events/Revolution-2017/schedule/Mixed/Club-Mixed
Mischief,1
Birdfruit,Bozos,8,7,"07/16/2017, 09:50",Mixed Division 1 5th Place Semis,Final
bracket,Mixed Division 1 Championship Bracket 7/8 Game
Bozos,Lawn Patrol,1,0,"07/16/2017, 11:15",Mixed Division 1 Championship Bracket 7/8 Game,Final
bracket,Mixed Division 1 9th Place Bracket
Donuts,American Barbecue,9,8,"07/16/2017, 11:15",Mixed Division 1 9th Place Finals,Final
Family Style,Donuts,6,10,"07/16/2017, 09:50",Mixed Division 1 9th Place Semis,Final
American Barbecue,BW Ultimate,9,8,"07/16/2017, 09:50",Mixed Division 1 9th Place Semis,Final
bracket,Mixed Division 1 Championship Bracket 11/12 Game
Family Style,BW Ultimate,5,10,"07/16/2017, 11:15",Mixed Division 1 Championship Bracket 11/12 Game,Final
b,r,e,a,k
brackets,Mixed Division 1 Consolation Bracket
bracket,Mixed Division 1 Consolation Bracket
Classy,Argo,10,7,"07/16/2017, 12:40",MD 1 Consolation Finals,Final
Classy,Instant Karma,12,6,"07/16/2017, 09:50",MD 1 Consolation Semis,Final
Sweet Action,Argo,6,10,"07/16/2017, 09:50",MD 1 Consolation Semis,Final
Glitter Bomb,Classy,5,13,"07/16/2017, 08:25",MD 1 Consolation Quarters,Final
Instant Karma,Alchemy,10,6,"07/16/2017, 08:25",MD 1 Consolation Quarters,Final
Platypi,Sweet Action,9,10,"07/16/2017, 08:25",MD 1 Consolation Quarters,Final
Argo,Pegasus,8,7,"07/16/2017, 08:25",MD 1 Consolation Quarters,Final
Mimosas,Glitter Bomb,9,10,"07/16/2017, 07:00",MD 1 Consolation Pre-Q,Final
Firefly,Instant Karma,13,14,"07/16/2017, 07:00",MD 1 Consolation Pre-Q,Final
Platypi,Buckwild,13,5,"07/16/2017, 07:00",MD 1 Consolation Pre-Q,Final
Argo,DR,13,8,"07/16/2017, 07:00",MD 1 Consolation Pre-Q,Final
bracket,Mixed Division 1 Consolation 3/4 Place
Instant Karma,Sweet Action,12,11,"07/16/2017, 12:40",Mixed Division 1 Consolation 3/4 Place,Final
bracket,Mixed Division 1 Consolation 5th Place Bracket
Alchemy,Pegasus,11,9,"07/16/2017, 12:40",Mixed Division 1 Consolation 5/6 Game,Final
Alchemy,Glitter Bomb,13,5,"07/16/2017, 11:25",Mixed Division 1 Consolation 5th Place Semis,Final
Pegasus,Platypi,8,6,"07/16/2017, 11:25",Mixed Division 1 Consolation 5th Place Semis,Final
bracket,Mixed Division 1 Consolation 7/8 Game
Glitter Bomb,Platypi,2,13,"07/16/2017, 12:40",Mixed Division 1 Consolation 7/8 Game,Final
bracket,Mixed Division 1 Consolation 9th Place Bracket
Firefly,Mimosas,11,6,"07/16/2017, 11:15",Mixed Division 1 Consolation 9th Place Finals,Final
Firefly,Buckwild,11,6,"07/16/2017, 09:50",Mixed Division 1 Consolation 9th Place Semis,Final
Mimosas,DR,10,8,"07/16/2017, 09:50",Mixed Division 1 Consolation 9th Place Semis,Final
bracket,Mixed Division 1 Consolation 11/12 Game
Buckwild,DR,9,6,"07/16/2017, 11:15",Mixed Division 1 Consolation 11/12 Game,Final
b,r,e,a,k
